Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Heather,Merritt,Webb Curve 78576,Amyside,16058,Danmark,DK,19520927-3039,+45,(442)729-8633,1952-09-27,True
David,Håkansson,Fabriksvägen 5,Falun,89298,Sverige,SE,19490621-1356,+46,0457-938 31,1949-06-21,True
Ellinor,Hedström,Björkgatan 3,Landskrona,22489,Sverige,SE,19950801-6785,+46,08-787 84 04,1995-08-01,True
Kerstin,Martinsson,Grangatan 114,Sundsvall,75227,Sverige,SE,19580417-5143,+46,067-794 43 72,1958-04-17,True
Ellinor,Hansson,Skolgatan 20,Karlstad,75925,Sverige,SE,19600206-7423,+46,+46 (0)096 009 74,1960-02-06,True
Margareta,Andersson,Strandtorget 09,Sandviken,19974,Sverige,SE,19681223-8785,+46,+46 (0)23 82 66 15,1968-12-23,True
Maria,Gustafsson,Genvägen 9,Kristianstad,69485,Sverige,SE,19741026-3110,+46,08-913 58 90,1974-10-26,True
Margareta,Lindgren,Storvägen 82,Gävle,76744,Sverige,SE,19600720-7599,+46,095-969 27 04,1960-07-20,True
Maria,Andersson,Bäckstigen 31,Uppsala,78619,Sverige,SE,19570704-3086,+46,0861-339 18,1957-07-04,True
Scott,Burns,Ross Crossroad 3418,Judithport,96886,Danmark,DK,19490929-2033,+45,569.955.2093x66443,1949-09-29,True
Angela,Flowers,Shawn Circles 380,Lake Jacqueline,59616,Danmark,DK,19421217-1252,+45,001-398-293-6614x88882,1942-12-17,True
Hans,Josefsson,Åkergatan 818,Uddevalla,78147,Sverige,SE,19460625-5699,+46,0090-08 17 65,1946-06-25,True
Christine,Gilmore,Johnson Track 5585,Port Christine,76807,Danmark,DK,19620418-7464,+45,850-999-2689,1962-04-18,True
Margareta,Karlsson,Idrottsvägen 2,Norrköping,23559,Sverige,SE,19901101-5162,+46,0103-097 09,1990-11-01,True
Torill,Andreassen,Strandringen 8,Lisehavn,4226,Norge,NO,19420622-3650,+47,+47 86 66 86 27,1942-06-22,True
Kristina,Persson,Björkgränd 8,Varberg,71869,Sverige,SE,19921227-2456,+46,08-338 733 41,1992-12-27,True
Nils,Östlund,Järnvägsgränd 21,Luleå,92384,Sverige,SE,19840923-2743,+46,08-328 95 11,1984-09-23,True
Line,Simonsen,Eidemarka 01,Myhre,8751,Sverige,NO,19401030-7824,+47,+47 81 77 62 87,1940-10-30,True
Gregory,Wells,Kyle Parkway 9136,Sonyastad,28245,Danmark,DK,19440222-9952,+45,8003103816,1944-02-22,True
Sarah,Lin,Ruiz Radial 1034,Charlesfurt,06337,Danmark,DK,19741105-8414,+45,+1-695-699-7401,1974-11-05,True
Berit,Jakobsen,Rasmussentjernet 1,Eivindby,3600,Norge,NO,19491031-6981,+47,41632513,1949-10-31,True
Henrik,Ødegård,Berggata 98,Pettersen,5822,Norge,NO,19501122-6310,+47,98025950,1950-11-22,True
Christine,Mitchell,Harper Club 4787,South Danielle,51705,Danmark,DK,19940316-7083,+45,+1-230-946-3171,1994-03-16,True
Steven,Fischer,Patrick Park 90469,Mikeshire,30019,Danmark,DK,19861214-0990,+45,001-616-915-6046x3080,1986-12-14,True
David,Andersson,Strandtorget 709,Karlskoga,11999,Sverige,SE,19640314-3947,+46,08-696 70 54,1964-03-14,True
Wanda,Reed,Aguirre Pine 97481,Dunnshire,43529,Danmark,DK,19660326-5243,+45,854-354-3576x52564,1966-03-26,True
Ingrid,Ellingsen,Kristensenrøa 1,Ali,8966,Norge,NO,19481024-4155,+47,978 89 522,1948-10-24,True
Per,Arvidsson,Storgatan 745,Nyköping,70647,Sverige,SE,19741011-9432,+46,0960-73 12 97,1974-10-11,True
Per,Nordström,Bäckvägen 5,Kalmar,64933,Sverige,SE,19800412-5830,+46,08-118 077 86,1980-04-12,True
Åse,Berntsen,Jensenstubben 7,Næss,5065,Norge,NO,19920719-6363,+47,+4711841707,1992-07-19,True
Birgitta,Johansson,Skogsgatan 650,Eskilstuna,47710,Sverige,SE,19610508-4885,+46,+46 (0)8 927 679 45,1961-05-08,True
Conny,Jansson,Ringgatan 080,Trollhättan,12670,Sverige,SE,19840306-9337,+46,08-767 91 67,1984-03-06,True
Maria,Höglund,Ringtorget 61,Ängelholm,43151,Sverige,SE,19641125-6155,+46,0326-816 93,1964-11-25,True
Martine,Johansen,Tangenroa 50,Antonsen,2178,Norge,NO,19620120-9106,+47,46 59 91 32,1962-01-20,True
Sandra,Lindström,Fabrikstorget 5,Alingsås,34633,Sverige,SE,19870924-2473,+46,0575-37 89 12,1987-09-24,True
Andrew,Cowan,David Ports 9161,North Danielle,54905,Danmark,DK,19790809-4215,+45,(363)576-8198,1979-08-09,True
Jens,Gundersen,Paulsenberget 54,Hanssen,6334,Norge,NO,19511229-7414,+47,999 12 062,1951-12-29,True
Maria,Olsson,Industrivägen 5,Trelleborg,96172,Sverige,SE,19960422-4691,+46,08-277 958 08,1996-04-22,True
Per,Johnsson,Skolvägen 30,Lidingö,20647,Sverige,SE,19891203-4998,+46,08-880 868 77,1989-12-03,True
Anna,Andersson,Grangränd 5,Lund,62921,Sverige,SE,19690716-8162,+46,08-720 53 50,1969-07-16,True
Cecilia,Nilsson,Åkertorget 6,Lidingö,66513,Sverige,SE,19600309-8051,+46,064-120 93 72,1960-03-09,True
Johannes,Bøe,Johansengjerdet 5,Ingerstrøm,9225,Norge,NO,19620106-8515,+47,15656722,1962-01-06,True
Jon,Ødegård,Bøelia 3,Sigurdodden,5897,Norge,NO,19990430-5337,+47,+47 04 51 26 96,1999-04-30,True
Svein,Vik,Pedersenekra 73A,Karennes,3354,Norge,NO,19861120-5657,+47,96493520,1986-11-20,True
Uolevi,Reinikainen,Jättiläisentie 57,Karstula,97818,Finland,FI,19800504-3889,+358,+358719063878,1980-05-04,True
Trond,Christensen,Mathisenlyngen 15,Torbjørnby,3906,Norge,NO,20001207-8609,+47,42366141,2000-12-07,True
Eric,Hunter,Seth Rapid 1529,Mooreside,81646,Danmark,DK,19710531-1784,+45,754-509-9351x758,1971-05-31,True
Rune,Lunde,Sivertsentunet 47,Tomberg,2691,Norge,NO,19850927-9899,+47,44094156,1985-09-27,True
Mark,Brown,Silva Neck 8661,West Wanda,00690,Danmark,DK,19610930-4899,+45,(469)362-7733x866,1961-09-30,True
Ashley,Jones,Kenneth Shoals 1994,Josephport,72274,Danmark,DK,19671027-4468,+45,517-412-8186,1967-10-27,True
Unni,Eide,Haugtoppen 9,Siljeodden,5497,Norge,NO,19890304-4835,+47,97526346,1989-03-04,True
Eva,Svensson,Villagatan 765,Ängelholm,36591,Sverige,SE,19420809-3204,+46,+46 (0)837 113 70,1942-08-09,True
Birgitta,Jönsson,Järnvägsvägen 6,Sundsvall,77924,Sverige,SE,19971125-3731,+46,064-47 88 39,1997-11-25,True
Megan,Perry,Jared Route 9767,Austinmouth,43979,Danmark,DK,19470825-0767,+45,662-846-1028x6174,1947-08-25,True
Linn,Pedersen,Holmstien 93,Torbjørneid,7080,Norge,NO,19850323-0803,+47,467 31 181,1985-03-23,True
Agneta,Skoglund,Storstigen 07,Gävle,54955,Sverige,SE,19841009-8318,+46,08-26 28 30,1984-10-09,True
Gunnar,Karlsson,Stationsgatan 18,Lidköping,54663,Sverige,SE,19840229-6446,+46,+46 (0)186 691 94,1984-02-29,True
Ragnar,Larsson,Kyrkgatan 032,Alingsås,80868,Sverige,SE,19640421-8111,+46,+46 (0)8 780 230 39,1964-04-21,True
Dan,Larsson,Trädgårdsgatan 79,Malmö,49054,Sverige,SE,19850511-8125,+46,+46 (0)049 856 86,1985-05-11,True
Jaakko,Karjalainen,Gunillankuja 903,Sievi,93098,Finland,FI,19551226-4111,+358,+358 25 8013396,1955-12-26,True
Erik,Höglund,Furugatan 0,Helsingborg,19182,Sverige,SE,19501025-9066,+46,08-138 051 47,1950-10-25,True
Carina,Sjögren,Ängsgatan 9,Kalmar,33535,Sverige,SE,19880123-3379,+46,015-82 39 22,1988-01-23,True
Elisabeth,Lie,Amundsenengen 69,Kristinø,2012,Norge,NO,19810814-8849,+47,92514751,1981-08-14,True
Courtney,Fernandez,Haney Cliffs 20175,Vickifurt,13365,Danmark,DK,19520218-6140,+45,+1-424-340-6691,1952-02-18,True
Göran,Karlsson,Furugatan 42,Karlskoga,32718,Sverige,SE,19410719-5341,+46,08-123 05 87,1941-07-19,True
Amy,Valencia,Miller Springs 64473,West Sydney,28278,Danmark,DK,19611203-8452,+45,379.805.1034,1961-12-03,True
Matthew,Arnold,Andrew River 4053,Christophershire,54709,Danmark,DK,19570704-1378,+45,831-997-4285x74562,1957-07-04,True
Arne,Ellingsen,Olsenstranda 32B,Andresen,1246,Norge,NO,19470222-3360,+47,+4781096190,1947-02-22,True
Sarah,Nguyen,Susan Mews 8926,South Patriciatown,01373,Danmark,DK,19741015-4655,+45,3424149075,1974-10-15,True
Anders,Andersson,Fabriksgatan 674,Karlskrona,98855,Sverige,SE,19500426-0439,+46,0805-88 06 42,1950-04-26,True
Robert,Taylor,Teresa Route 5933,North John,07040,Danmark,DK,19930216-5962,+45,6284864354,1993-02-16,True
Jan-Erik,Persson,Idrottsgatan 107,Kalmar,75550,Sverige,SE,19410108-4866,+46,+46 (0)8 612 935 04,1941-01-08,True
Sigvard,Sundberg,Kyrkogatan 206,Piteå,78647,Sverige,SE,19701109-1114,+46,+46 (0)8 130 725 98,1970-11-09,True
Michelle,Russell,Brown Lodge 62310,West Patrick,18451,Danmark,DK,19471129-9935,+45,456.901.7737,1947-11-29,True
Robert,Gustafsson,Åkergatan 44,Halmstad,33533,Sverige,SE,19621101-2359,+46,0692-13 60 57,1962-11-01,True
Helena,Sjöberg,Björkstigen 404,Skellefteå,28793,Sverige,SE,19970204-6686,+46,08-797 364 01,1997-02-04,True
Knut,Rønning,Eidetoppen 823,Johnsen,2440,Norge,NO,19470918-2061,+47,88 77 85 94,1947-09-18,True
Siri,Gulbrandsen,Ahmedåsen 30,Helenehamn,9090,Norge,NO,19700610-5548,+47,94271262,1970-06-10,True
Sissel,Holm,Aasenholtet 6,Frankfjord,8783,Norge,NO,19430617-7805,+47,943 66 955,1943-06-17,False
Antti,Holappa,Puroniitynbulevardi 69,Kristiinankaupunki,58689,Finland,FI,19460819-249D,+358,0018769155,1946-08-19,True
Gustaf,Andersson,Skoltorget 69,Karlskrona,14712,Sverige,SE,19970310-9779,+46,08-962 97 34,1997-03-10,True
Ingvar,Ljungberg,Ekvägen 907,Örebro,84941,Sverige,SE,19970817-1360,+46,+46 (0)100 462 34,1997-08-17,True
Bo,Falk,Idrottsgränd 8,Uddevalla,46757,Sverige,SE,19660719-5549,+46,+46 (0)8 132 214 11,1966-07-19,True
Anders,Karlsson,Strandtorget 316,Kristianstad,78943,Sverige,SE,19990719-0371,+46,08-266 60 96,1999-07-19,True
Margareta,Mattsson,Skolstigen 191,Trollhättan,72734,Sverige,SE,19620411-5169,+46,+46 (0)8 194 819 30,1962-04-11,True
Gro,Jensen,Viktoppen 32C,Brittgrunn,5491,Norge,NO,19760414-6780,+47,934 47 928,1976-04-14,True
Kevin,Riley,Wendy Turnpike 21712,Nicoleton,65744,Danmark,DK,19950812-6938,+45,392-425-9904x049,1995-08-12,True
Sven,Fredriksson,Backgatan 751,Trollhättan,60155,Sverige,SE,19981206-5179,+46,08-473 02 89,1998-12-06,True
Ola,Isaksen,Hauglandkroken 207,Johannessen,0699,Norge,NO,19410709-5474,+47,+47 27 27 53 46,1941-07-09,True
Joakim,Sjöberg,Skolvägen 574,Karlskrona,99007,Sverige,SE,19580314-6225,+46,0884-90 79 20,1958-03-14,True
Brandy,Reed,Rivers Harbor 0767,Callahanport,38008,Danmark,DK,20000211-6227,+45,001-409-856-9488,2000-02-11,True
Rita,Henriksen,Jakobsenvika 86,Olavbø,2309,Norge,NO,19460213-6341,+47,76956571,1946-02-13,True
Knut,Eliassen,Abrahamsenvika 9B,Jonsund,3122,Norge,NO,19580612-7698,+47,44720710,1958-06-12,True
Erik,Larsson,Ringgränd 20,Skövde,54262,Sverige,SE,19810319-7472,+46,08-965 208 70,1981-03-19,True
Kristina,Jönsson,Grantorget 5,Halmstad,11982,Sverige,SE,19700101-1720,+46,08-74 93 58,1970-01-01,True
May,Mathisen,Johansenrøa 35,Mathisen,5836,Norge,NO,19480526-4960,+47,+4768876478,1948-05-26,True
Erland,Karlsson,Skogstorget 3,Kristianstad,68791,Sverige,SE,19540826-5892,+46,031-519 95 90,1954-08-26,True
Kristina,Carlsson,Furugatan 2,Växjö,45183,Sverige,SE,19890516-0725,+46,0441-907 83,1989-05-16,True
Katherine,Murray,Frost Loaf 6638,Reeveschester,58130,Danmark,DK,19660429-3054,+45,524-467-4671,1966-04-29,True
Bengt,Svensson,Skolgatan 993,Ängelholm,11825,Sverige,SE,19540329-0356,+46,0633-832 80,1954-03-29,True
Travis,Chen,Jennifer Fork 9568,Edwardsberg,95004,Danmark,DK,19950217-8376,+45,734-381-4628x40411,1995-02-17,True
Britt,Lundmark,Trädgårdstorget 7,Örebro,53070,Sverige,SE,19460501-4241,+46,+46 (0)94 12 67 79,1946-05-01,True
Helena,Larsson,Backgatan 6,Falun,38797,Sverige,SE,19990423-7445,+46,+46 (0)61 30 28 18,1999-04-23,True
Magne,Hansen,Lundhaugen 6D,Siljevåg,1467,Norge,NO,19470804-1022,+47,71616028,1947-08-04,True
Ilmari,Jääskeläinen,Harbontie 2,Pietarsaari,91414,Finland,FI,19661011-441D,+358,(+358) 433584132,1966-10-11,True
Sarah,Andersen,Jonathan Fields 4895,Port Phyllis,45395,Danmark,DK,19440604-1771,+45,462-670-2091x99959,1944-06-04,True
Ritva,Ranta,Usvakuja 53,Kihniö,53865,Finland,FI,19460504-105X,+358,+358132941286,1946-05-04,True
Karl,Andersson,Grangatan 87,Kalmar,31980,Sverige,SE,19891221-5559,+46,+46 (0)64 73 47 59,1989-12-21,True
Ann,Carlsson,Storgränd 72,Piteå,55710,Sverige,SE,19640911-9591,+46,08-647 405 78,1964-09-11,True
Jeffrey,Warner,Jones Port 86576,Cindyville,61339,Danmark,DK,19660706-7285,+45,001-553-971-1474x024,1966-07-06,True
Marcus,Forsberg,Storstigen 0,Nyköping,41328,Norge,SE,19940311-1913,+46,08-837 041 97,1994-03-11,True
Siri,Berg,Knudsenstranda 06C,Mariaberg,7475,Norge,NO,19480501-8800,+47,99 76 48 27,1948-05-01,True
Martin,Williams,Hector Oval 9068,Margaretbury,14418,Danmark,DK,19480524-7279,+45,803-794-7386x903,1948-05-24,True
Matilda,Nilsson,Järnvägsgränd 016,Uppsala,91779,Sverige,SE,19581012-6183,+46,+46 (0)8 508 387 68,1958-10-12,True
Virpi,Manninen,Gotlannintie 6,Lempäälä,79863,Finland,FI,19431211-249B,+358,039 026 1919,1943-12-11,True
Michelle,Jenkins,Burns Squares 197,East William,90250,Danmark,DK,19461003-6543,+45,489-739-6277x74681,1946-10-03,True
Austin,Holmes,Mary Springs 426,Port Dustin,83698,Danmark,DK,19580720-6479,+45,(977)997-5569x31246,1958-07-20,True
Krista,Laitinen,Vesalankatu 2,Rovaniemi,98039,Finland,FI,19791125-849B,+358,+358975749434,1979-11-25,True
Maria,Johansson,Idrottsgatan 96,Luleå,15897,Sverige,SE,19550526-4983,+46,085-064 88 89,1955-05-26,True
Mary,West,Jennifer Lodge 18971,Lake Christopherfurt,23979,Danmark,DK,19460922-5357,+45,(256)451-0649x31481,1946-09-22,True
Rachael,Edwards,Parker Extension 1606,New Sabrinaview,11026,Danmark,DK,19581230-3736,+45,5626055382,1958-12-30,True
Tarja,Eklund,Chydeniuksentie 798,Ranua,07891,Finland,FI,19470408-436F,+358,(+358) 803156002,1947-04-08,True
Viktoria,Andersson,Åkervägen 38,Göteborg,39653,Sverige,SE,19681216-3210,+46,013-848 62 38,1968-12-16,True
John,Aune,Bakkegjerdet 6H,Paulsen,1477,Norge,NO,19930205-0078,+47,15 60 78 39,1993-02-05,True
Mattias,Björk,Aspgränd 424,Kalmar,39766,Sverige,SE,19521203-0431,+46,025-451 19 76,1952-12-03,True
Ebba,Jonsson,Skoltorget 0,Trollhättan,22612,Sverige,SE,19520311-2781,+46,08-62 52 32,1952-03-11,True
Peter,Andersson,Åkervägen 976,Södertälje,89486,Sverige,SE,19550801-8641,+46,0496-180 03,1955-08-01,True
Daniel,Fredriksson,Skogsgatan 4,Ängelholm,78795,Sverige,SE,19741026-9243,+46,08-74 22 66,1974-10-26,True
Silje,Vik,Lundekroken 4,Jenssen,2736,Norge,NO,19770609-2290,+47,78 89 58 81,1977-06-09,True
Elisabet,Andersson,Järnvägstorget 16,Landskrona,15215,Sverige,SE,19400514-4975,+46,013-047 17 03,1940-05-14,True
Joakim,Larsson,Industrigatan 27,Borlänge,90941,Sverige,SE,19880320-0536,+46,039-81 01 86,1988-03-20,True
Kristian,Andreassen,Simonsenberget 2,Solheim,4470,Norge,NO,19760130-2009,+47,905 88 228,1976-01-30,True
Mikael,Davidsson,Parkvägen 41,Växjö,83429,Sverige,SE,19630223-3301,+46,08-75 78 93,1963-02-23,True
Arne,Olofsson,Ekgatan 04,Falun,26684,Sverige,SE,19620516-3961,+46,08-533 412 50,1962-05-16,True
John,Green,Steven Forges 2088,Padillachester,24604,Danmark,DK,19420324-1963,+45,341.987.2922x33394,1942-03-24,True
Kimberly,Webb,Evelyn Extensions 5219,South Craighaven,16770,Finland,DK,19850518-3302,+45,7822602741,1985-05-18,True
